loincName	loincId	loincScale	outcome	hpoTermId	supplementalTermId	curation	comment
Acetylcholine receptor blocking Ab [Moles/volume] in Serum	33278-3	Qn	H	HP:0030208	.	OHSU:JP[2018-10-02]	.
Acetylcholine receptor modulation Ab [Moles/volume] in Serum	33279-1	Qn	N	HP:0030208	.	OHSU:JP[2018-10-02]	.
Acetylcholine receptor modulation Ab [Moles/volume] in Serum	33279-1	Qn	H	HP:0030208	.	OHSU:JP[2018-10-02]	.
Glucose-6-Phosphate dehydrogenase [Presence] in DBS	33287-4	Ord	NEG	HP:0410180	.	HPO:nvasilevsky[2018-05-21]	.
Glucose-6-Phosphate dehydrogenase [Presence] in DBS	33287-4	Ord	POS	HP:0410181	.	HPO:nvasilevsky[2018-05-21]	.
Free Hemoglobin [Presence] in Urine	33411-0	Ord	NEG	HP:0003641	.	JGM:azhang[2018-07-24]	.
Free Hemoglobin [Presence] in Urine	33411-0	Ord	POS	HP:0003641	.	JGM:azhang[2018-07-24]	.
Methadone.long acting metabolite [Mass/volume] in Urine	33527-3	Qn	N	HP:0031841	.	HPO:nvasilevsky[2018-09-14]	.
Methadone.long acting metabolite [Mass/volume] in Urine	33527-3	Qn	H	HP:0031841	.	HPO:nvasilevsky[2018-09-14]	.
Natriuretic peptide.B prohormone N-Terminal [Mass/volume] in Serum or Plasma	33762-6	Qn	N	HP:0031138	.	UCD:tjcallahan[2019-02-23]	.
Natriuretic peptide.B prohormone N-Terminal [Mass/volume] in Serum or Plasma	33762-6	Qn	H	HP:0031185	.	UCD:tjcallahan[2019-02-23]	.
Cotinine [Moles/volume] in Urine	33796-4	Qn	N	HP:0410171	.	HPO:nvasilevsky[2018-08-29]	.
Cotinine [Moles/volume] in Urine	33796-4	Qn	H	HP:0410171	.	HPO:nvasilevsky[2018-08-29]	.
Lutropin [Units/volume] in Serum or Plasma --10th specimen post XXX challenge	33826-9	Qn	L	HP:0030344	.	HPO:nvasilevsky[2018-12-18]	.
Lutropin [Units/volume] in Serum or Plasma --10th specimen post XXX challenge	33826-9	Qn	N	HP:0030345	.	HPO:nvasilevsky[2018-12-18]	.
Lutropin [Units/volume] in Serum or Plasma --10th specimen post XXX challenge	33826-9	Qn	H	HP:0011969	.	HPO:nvasilevsky[2018-12-18]	.
Lutropin [Units/volume] in Serum or Plasma --1st specimen post XXX challenge	33827-7	Qn	L	HP:0030344	.	HPO:nvasilevsky[2018-12-18]	.
Lutropin [Units/volume] in Serum or Plasma --1st specimen post XXX challenge	33827-7	Qn	N	HP:0030345	.	HPO:nvasilevsky[2018-12-18]	.
Lutropin [Units/volume] in Serum or Plasma --1st specimen post XXX challenge	33827-7	Qn	H	HP:0011969	.	HPO:nvasilevsky[2018-12-18]	.
Lutropin [Units/volume] in Serum or Plasma --8th specimen post XXX challenge	33828-5	Qn	L	HP:0030344	.	HPO:nvasilevsky[2018-12-18]	.
Lutropin [Units/volume] in Serum or Plasma --8th specimen post XXX challenge	33828-5	Qn	N	HP:0030345	.	HPO:nvasilevsky[2018-12-18]	.
Lutropin [Units/volume] in Serum or Plasma --8th specimen post XXX challenge	33828-5	Qn	H	HP:0011969	.	HPO:nvasilevsky[2018-12-18]	.
Lutropin [Units/volume] in Serum or Plasma --9th specimen post XXX challenge	33829-3	Qn	L	HP:0030344	.	HPO:nvasilevsky[2018-12-18]	.
Lutropin [Units/volume] in Serum or Plasma --9th specimen post XXX challenge	33829-3	Qn	N	HP:0030345	.	HPO:nvasilevsky[2018-12-18]	.
Lutropin [Units/volume] in Serum or Plasma --9th specimen post XXX challenge	33829-3	Qn	H	HP:0011969	.	HPO:nvasilevsky[2018-12-18]	.
Bilirubin.conjugated+indirect [Mass/volume] in Serum or Plasma	33898-8	Qn	N	HP:0003573	.	UCD:tjcallahan[2019-02-23]	.
Bilirubin.conjugated+indirect [Mass/volume] in Serum or Plasma	33898-8	Qn	H	HP:0003573	.	UCD:tjcallahan[2019-02-23]	.
Ketones [Presence] in Urine	33903-6	Ord	NEG	HP:0002919	.	HPO:nvasilevsky[2018-05-21]	.
Ketones [Presence] in Urine	33903-6	Ord	POS	HP:0002919	.	HPO:nvasilevsky[2018-05-21]	.
Glomerular filtration rate/1.73 sq M.predicted [Volume Rate/Area] in Serum or Plasma by Creatinine-based formula (MDRD)	33914-3	Qn	L	HP:0012213	.	HPO:probinson[2018-04-03]	.
Glomerular filtration rate/1.73 sq M.predicted [Volume Rate/Area] in Serum or Plasma by Creatinine-based formula (MDRD)	33914-3	Qn	N	HP:0012212	.	HPO:probinson[2018-04-03]	.
Glomerular filtration rate/1.73 sq M.predicted [Volume Rate/Area] in Serum or Plasma by Creatinine-based formula (MDRD)	33914-3	Qn	H	HP:0012214	.	HPO:probinson[2018-04-03]	.
Procalcitonin [Mass/volume] in Serum or Plasma	33959-8	Qn	N	HP:0032308	.	UCD:tjcallahan[2019-02-23]	.
Procalcitonin [Mass/volume] in Serum or Plasma	33959-8	Qn	H	HP:0032308	.	UCD:tjcallahan[2019-02-23]	.
Lutropin [Units/volume] in Serum or Plasma --pre or post XXX challenge	34055-4	Qn	L	HP:0030344	.	HPO:nvasilevsky[2018-12-18]	.
Lutropin [Units/volume] in Serum or Plasma --pre or post XXX challenge	34055-4	Qn	N	HP:0030345	.	HPO:nvasilevsky[2018-12-18]	.
Lutropin [Units/volume] in Serum or Plasma --pre or post XXX challenge	34055-4	Qn	H	HP:0011969	.	HPO:nvasilevsky[2018-12-18]	.
Cortisol [Moles/volume] in Serum or Plasma --pre or post dose corticotropin	34065-3	Qn	L	HP:0008163	.	HPO:nvasilevsky[2018-07-18]	.
Cortisol [Moles/volume] in Serum or Plasma --pre or post dose corticotropin	34065-3	Qn	N	HP:0011731	.	HPO:nvasilevsky[2018-07-18]	.
Cortisol [Moles/volume] in Serum or Plasma --pre or post dose corticotropin	34065-3	Qn	H	HP:0003118	.	HPO:nvasilevsky[2018-07-18]	.
Sulfocysteine/Creatinine [Ratio] in Urine	34168-5	Qn	N	HP:0032350	.	JGM:azhang[2019-05-03]	.
Sulfocysteine/Creatinine [Ratio] in Urine	34168-5	Qn	H	HP:0032350	.	JGM:azhang[2019-05-03]	.
Hemoglobin casts [Presence] in Urine sediment by Light microscopy	34174-3	Ord	NEG	HP:0003641	.	JGM:azhang[2018-07-24]	.
Hemoglobin casts [Presence] in Urine sediment by Light microscopy	34174-3	Ord	POS	HP:0003641	.	JGM:azhang[2018-07-24]	.
Delta aminolevulinate [Moles/volume] in Urine	34284-0	Qn	N	HP:0003163	.	UCD:tjcallahan[2019-02-23]	.
Delta aminolevulinate [Moles/volume] in Urine	34284-0	Qn	H	HP:0003163	.	UCD:tjcallahan[2019-02-23]	.
Galactose [Moles/volume] in 24 hour Urine	34310-3	Qn	N	HP:0012023	.	OHSU:JP[2018-09-19]	copied from: 15071-4
Galactose [Moles/volume] in 24 hour Urine	34310-3	Qn	H	HP:0012023	.	OHSU:JP[2018-09-19]	copied from: 15071-4
Galactose [Moles/volume] in Urine	34311-1	Qn	N	HP:0012023	.	OHSU:JP[2018-09-19]	.
Galactose [Moles/volume] in Urine	34311-1	Qn	H	HP:0012023	.	OHSU:JP[2018-09-19]	.
Protein/Creatinine [Ratio] in Urine	34366-5	Qn	N	HP:0000093	.	UCD:tjcallahan[2019-02-23]	.
Protein/Creatinine [Ratio] in Urine	34366-5	Qn	H	HP:0000093	.	UCD:tjcallahan[2019-02-23]	.
Urate/Creatinine [Molar ratio] in Urine	34385-5	Qn	L	HP:0011935	.	UCD:tjcallahan[2019-02-23]	.
Urate/Creatinine [Molar ratio] in Urine	34385-5	Qn	N	HP:0012610	.	UCD:tjcallahan[2019-02-23]	.
Urate/Creatinine [Molar ratio] in Urine	34385-5	Qn	H	HP:0012611	.	UCD:tjcallahan[2019-02-23]	.
Food Allergen Mix 17 (Apple+Banana+Pear+Peach) IgE Ab [Presence] in Serum by Multidisk	34392-1	Ord	NEG	HP:0410228	.	HPO:nvasilevsky[2018-10-04]	.
Food Allergen Mix 17 (Apple+Banana+Pear+Peach) IgE Ab [Presence] in Serum by Multidisk	34392-1	Ord	POS	HP:0410228	.	HPO:nvasilevsky[2018-10-04]	.
Food Allergen Mix 28 (Kiwi+Beef+Shrimp+Sesame seed) IgE Ab [Presence] in Serum by Multidisk	34393-9	Ord	NEG	HP:0410227	.	HPO:nvasilevsky[2018-10-08]	.
Food Allergen Mix 28 (Kiwi+Beef+Shrimp+Sesame seed) IgE Ab [Presence] in Serum by Multidisk	34393-9	Ord	POS	HP:0410227	.	HPO:nvasilevsky[2018-10-08]	.
Food Allergen Mix 26 (Peanut+Cow milk+Egg white+Mustard) IgE Ab [Presence] in Serum by Multidisk	34394-7	Ord	NEG	HP:0410227	.	HPO:nvasilevsky[2018-10-08]	.
Food Allergen Mix 26 (Peanut+Cow milk+Egg white+Mustard) IgE Ab [Presence] in Serum by Multidisk	34394-7	Ord	POS	HP:0410227	.	HPO:nvasilevsky[2018-10-08]	.
Food Allergen Mix 27 (Hazelnut+Codfish+Soybean+Wheat) IgE Ab [Presence] in Serum by Multidisk	34395-4	Ord	NEG	HP:0410227	.	HPO:nvasilevsky[2018-10-08]	.
Food Allergen Mix 27 (Hazelnut+Codfish+Soybean+Wheat) IgE Ab [Presence] in Serum by Multidisk	34395-4	Ord	POS	HP:0410227	.	HPO:nvasilevsky[2018-10-08]	.
Methadone.R [Mass/volume] in Serum or Plasma	34427-5	Qn	N	HP:0410207	.	HPO:nvasilevsky[2018-09-14]	.
Methadone.R [Mass/volume] in Serum or Plasma	34427-5	Qn	H	HP:0410207	.	HPO:nvasilevsky[2018-09-14]	.
Lutropin/Follitropin [Ratio] in Serum or Plasma	34434-1	Qn	L	HP:0030344	.	HPO:nvasilevsky[2018-12-18];HPO:nvasilevsky[2018-12-18]	.
Lutropin/Follitropin [Ratio] in Serum or Plasma	34434-1	Qn	N	HP:0030345	.	HPO:nvasilevsky[2018-12-18];HPO:nvasilevsky[2018-12-18]	.
Lutropin/Follitropin [Ratio] in Serum or Plasma	34434-1	Qn	H	HP:0011969	.	HPO:nvasilevsky[2018-12-18];HPO:nvasilevsky[2018-12-18]	.
Cortisol [Mass/volume] in Serum or Plasma --1 hour post 250 ug corticotropin	34476-2	Qn	L	HP:0008163	.	HPO:nvasilevsky[2018-07-18]	.
Cortisol [Mass/volume] in Serum or Plasma --1 hour post 250 ug corticotropin	34476-2	Qn	N	HP:0011731	.	HPO:nvasilevsky[2018-07-18]	.
Cortisol [Mass/volume] in Serum or Plasma --1 hour post 250 ug corticotropin	34476-2	Qn	H	HP:0003118	.	HPO:nvasilevsky[2018-07-18]	.
Barbiturates [Presence] in Meconium by Screen method	34578-5	Ord	NEG	HP:0410200	.	HPO:nvasilevsky[2018-07-20]	.
Barbiturates [Presence] in Meconium by Screen method	34578-5	Ord	POS	HP:0410200	.	HPO:nvasilevsky[2018-07-20]	.
5-Methyltetrahydrofolate [Mass/volume] in Cerebral spinal fluid	34637-9	Qn	L	HP:0012446	.	HPO:nvasilevsky[2018-08-29]	.
5-Methyltetrahydrofolate [Mass/volume] in Cerebral spinal fluid	34637-9	Qn	N	HP:0012335	.	HPO:nvasilevsky[2018-08-29]	.
INR in Blood by Coagulation assay	34714-6	Qn	L	HP:0003540	.	JGM:lccarmody[2018-10-16]	.
INR in Blood by Coagulation assay	34714-6	Qn	N	HP:0030402	.	JGM:lccarmody[2018-10-16]	.
INR in Blood by Coagulation assay	34714-6	Qn	H	HP:0040241	.	JGM:lccarmody[2018-10-16]	.
Carbon dioxide	34728-6	Qn	L	HP:0012417	.	UCD:tjcallahan[2019-01-28]	UCDenver survey results
Carbon dioxide	34728-6	Qn	N	HP:0500164	.	UCD:tjcallahan[2019-01-28]	UCDenver survey results
Carbon dioxide	34728-6	Qn	H	HP:0012416	.	UCD:tjcallahan[2019-01-28]	UCDenver survey results
Urobilinogen [Moles/volume] in Urine	34927-4	Qn	N	HP:0031890	.	HPO:nvasilevsky[2018-07-17]	.
Urobilinogen [Moles/volume] in Urine	34927-4	Qn	H	HP:0031890	.	HPO:nvasilevsky[2018-07-17]	.
Urobilinogen [Moles/volume] in Urine by Test strip	34928-2	Qn	N	HP:0031890	.	HPO:nvasilevsky[2018-07-17]	.
Urobilinogen [Moles/volume] in Urine by Test strip	34928-2	Qn	H	HP:0031890	.	HPO:nvasilevsky[2018-07-17]	.
CD3+CD4+CD45RO-CD45RA+ cells/100 cells in Blood	34932-4	Qn	L	HP:0031397	.	HPO:nvasilevsky[2019-01-11]	.
CD3+CD4+CD45RO-CD45RA+ cells/100 cells in Blood	34932-4	Qn	N	HP:0031396	.	HPO:nvasilevsky[2019-01-11]	.
CD3+CD4+CD45RO-CD45RA+ cells/100 cells in Blood	34932-4	Qn	H	HP:0031398	.	HPO:nvasilevsky[2019-01-11]	.
CD3+CD8+CD45RO+CD45RA- cells/100 cells in Blood	34933-2	Qn	L	HP:0031397	.	HPO:nvasilevsky[2019-01-11]	.
CD3+CD8+CD45RO+CD45RA- cells/100 cells in Blood	34933-2	Qn	N	HP:0031396	.	HPO:nvasilevsky[2019-01-11]	.
CD3+CD8+CD45RO+CD45RA- cells/100 cells in Blood	34933-2	Qn	H	HP:0031398	.	HPO:nvasilevsky[2019-01-11]	.
CD3+CD8+CD45RO-CD45RA+ cells/100 cells in Blood	34936-5	Qn	L	HP:0031397	.	HPO:nvasilevsky[2019-01-11]	.
CD3+CD8+CD45RO-CD45RA+ cells/100 cells in Blood	34936-5	Qn	N	HP:0031396	.	HPO:nvasilevsky[2019-01-11]	.
CD3+CD8+CD45RO-CD45RA+ cells/100 cells in Blood	34936-5	Qn	H	HP:0031398	.	HPO:nvasilevsky[2019-01-11]	.
Octadecanoate (C18:0) [Moles/volume] in Serum or Plasma	35149-4	Qn	N	HP:0025627	.	JGM:azhang[2019-05-03]	.
Octadecanoate (C18:0) [Moles/volume] in Serum or Plasma	35149-4	Qn	H	HP:0025627	.	JGM:azhang[2019-05-03]	.
Myristate (C14:0) [Moles/volume] in Serum or Plasma	35157-7	Qn	N	HP:0410154	.	UCD:tjcallahan[2019-02-23]	.
Myristate (C14:0) [Moles/volume] in Serum or Plasma	35157-7	Qn	H	HP:0410154	.	UCD:tjcallahan[2019-02-23]	.
Myristoleate (C14:1) [Moles/volume] in Serum or Plasma	35158-5	Qn	N	HP:0025628	.	JGM:azhang[2019-05-03]	.
Myristoleate (C14:1) [Moles/volume] in Serum or Plasma	35158-5	Qn	H	HP:0025628	.	JGM:azhang[2019-05-03]	.
Oleate (C18:1w9) [Moles/volume] in Serum or Plasma	35166-8	Qn	N	HP:0025626	.	JGM:azhang[2019-05-03]	.
Oleate (C18:1w9) [Moles/volume] in Serum or Plasma	35166-8	Qn	H	HP:0025626	.	JGM:azhang[2019-05-03]	.
Cholesterol in HDL [Mass or Moles/volume] in Serum or Plasma	35197-3	Qn	L	HP:0003233	.	JGM:azhang[2018-07-24]	.
Cholesterol in HDL [Mass or Moles/volume] in Serum or Plasma	35197-3	Qn	N	HP:0031888	.	JGM:azhang[2018-07-24]	.
Cholesterol in HDL [Mass or Moles/volume] in Serum or Plasma	35197-3	Qn	H	HP:0012184	.	JGM:azhang[2018-07-24]	.
Cholesterol in LDL [Mass or Moles/volume] in Serum or Plasma	35198-1	Qn	L	HP:0003563	.	HPO:nvasilevsky[2018-05-14]	.
Cholesterol in LDL [Mass or Moles/volume] in Serum or Plasma	35198-1	Qn	N	HP:0031886	.	HPO:nvasilevsky[2018-05-14]	.
Cholesterol in LDL [Mass or Moles/volume] in Serum or Plasma	35198-1	Qn	H	HP:0003141	.	HPO:nvasilevsky[2018-05-14]	.
Cholesterol in VLDL [Mass or Moles/volume] in Serum or Plasma	35199-9	Qn	L	HP:0031243	.	HPO:nvasilevsky[2018-05-14]	.
Cholesterol in VLDL [Mass or Moles/volume] in Serum or Plasma	35199-9	Qn	N	HP:0031889	.	HPO:nvasilevsky[2018-05-14]	.
Cholesterol in VLDL [Mass or Moles/volume] in Serum or Plasma	35199-9	Qn	H	HP:0003362	.	HPO:nvasilevsky[2018-05-14]	.
Ferritin [Mass or Moles/volume] in Serum or Plasma	35209-6	Qn	L	HP:0012343	.	HPO:nvasilevsky[2018-05-08]	.
Ferritin [Mass or Moles/volume] in Serum or Plasma	35209-6	Qn	N	HP:0040133	.	HPO:nvasilevsky[2018-05-08]	.
Ferritin [Mass or Moles/volume] in Serum or Plasma	35209-6	Qn	H	HP:0003281	.	HPO:nvasilevsky[2018-05-08]	.
Folate [Mass or Moles/volume] in Serum or Plasma	35210-4	Qn	L	HP:0100507	.	HPO:nvasilevsky[2018-08-29]	.
Folate [Mass or Moles/volume] in Serum or Plasma	35210-4	Qn	N	HP:0012335	.	HPO:nvasilevsky[2018-08-29]	.
Glucose [Mass or Moles/volume] in Serum or Plasma	35211-2	Qn	L	HP:0001943	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass or Moles/volume] in Serum or Plasma	35211-2	Qn	N	HP:0011015	.	HPO:nvasilevsky[2018-05-14]	.
Glucose [Mass or Moles/volume] in Serum or Plasma	35211-2	Qn	H	HP:0003074	.	HPO:nvasilevsky[2018-05-14]	.
Iron [Mass or Moles/volume] in Serum or Plasma	35214-6	Qn	L	HP:0040303	.	HPO:probinson[2018-06-28]	.
Iron [Mass or Moles/volume] in Serum or Plasma	35214-6	Qn	N	HP:0040130	.	HPO:probinson[2018-06-28]	.
Iron [Mass or Moles/volume] in Serum or Plasma	35214-6	Qn	H	HP:0003452	.	HPO:probinson[2018-06-28]	.
Urate [Mass or Moles/volume] in Serum or Plasma	35232-8	Qn	L	HP:0003537	.	HPO:nvasilevsky[2018-07-17]	.
Urate [Mass or Moles/volume] in Serum or Plasma	35232-8	Qn	N	HP:0004352	.	HPO:nvasilevsky[2018-07-17]	.
Urate [Mass or Moles/volume] in Serum or Plasma	35232-8	Qn	H	HP:0002149	.	HPO:nvasilevsky[2018-07-17]	.
Urate [Mass or Moles/volume] in Urine	35233-6	Qn	L	HP:0011935	.	HPO:nvasilevsky[2018-07-17]	.
Urate [Mass or Moles/volume] in Urine	35233-6	Qn	N	HP:0012610	.	HPO:nvasilevsky[2018-07-17]	.
Urate [Mass or Moles/volume] in Urine	35233-6	Qn	H	HP:0012611	.	HPO:nvasilevsky[2018-07-17]	.
Urobilinogen [Mass or Moles/volume] in Urine	35236-9	Qn	N	HP:0031890	.	HPO:nvasilevsky[2018-07-17]	.
Urobilinogen [Mass or Moles/volume] in Urine	35236-9	Qn	H	HP:0031890	.	HPO:nvasilevsky[2018-07-17]	.
Lactate [Mass or Moles/volume] in Serum or Plasma	35245-0	Qn	N	HP:0002151	.	OHSU:JP[2018-07-30]	.
Lactate [Mass or Moles/volume] in Serum or Plasma	35245-0	Qn	H	HP:0002151	.	OHSU:JP[2018-07-30]	.
Urate [Mass or Moles/volume] in 24 hour Urine	35253-4	Qn	L	HP:0011935	.	HPO:nvasilevsky[2018-07-17]	.
Urate [Mass or Moles/volume] in 24 hour Urine	35253-4	Qn	N	HP:0012610	.	HPO:nvasilevsky[2018-07-17]	.
Urate [Mass or Moles/volume] in 24 hour Urine	35253-4	Qn	H	HP:0012611	.	HPO:nvasilevsky[2018-07-17]	.
Ammonia [Mass or Moles/volume] in Plasma	35254-2	Qn	L	HP:0100493	.	HPO:nvasilevsky[2018-09-14]	.
Ammonia [Mass or Moles/volume] in Plasma	35254-2	Qn	N	HP:0002157	.	HPO:nvasilevsky[2018-09-14]	.
Ammonia [Mass or Moles/volume] in Plasma	35254-2	Qn	H	HP:0001987	.	HPO:nvasilevsky[2018-09-14]	.
Neutrophil cytoplasmic Ab [Presence] in Serum by Immunofluorescence	35279-9	Ord	NEG	HP:0032230	.	HPO:nvasilevsky[2019-06-14]	.
Neutrophil cytoplasmic Ab [Presence] in Serum by Immunofluorescence	35279-9	Ord	POS	HP:0032230	.	HPO:nvasilevsky[2019-06-14]	.
Collagen crosslinked N-telopeptide [Moles/volume] in 24 hour Urine	35334-2	Qn	N	HP:0032208	.	JAX:azhang[2019-01-21]	.
Collagen crosslinked N-telopeptide [Moles/volume] in 24 hour Urine	35334-2	Qn	H	HP:0032208	.	JAX:azhang[2019-01-21]	.
Estradiol (E2) [Mass/volume] in Serum or Plasma by High sensitivity method	35384-7	Qn	L	HP:0008214	.	JGM:lccarmody[2018-09-17]	.
Estradiol (E2) [Mass/volume] in Serum or Plasma by High sensitivity method	35384-7	Qn	N	HP:0025133	.	JGM:lccarmody[2018-09-17]	.
Estradiol (E2) [Mass/volume] in Serum or Plasma by High sensitivity method	35384-7	Qn	H	HP:0025134	.	JGM:lccarmody[2018-09-17]	.
Acetaminophen [Mass/volume] in Serum or Plasma by Screen method	35595-8	Qn	N	HP:0410172	.	HPO:nvasilevsky[2018-12-18]	.
Acetaminophen [Mass/volume] in Serum or Plasma by Screen method	35595-8	Qn	H	HP:0410283	.	HPO:nvasilevsky[2018-12-18]	.
Methadone [Mass/volume] in Serum or Plasma by Screen method	35618-8	Qn	N	HP:0410207	.	HPO:nvasilevsky[2018-09-14]	.
Methadone [Mass/volume] in Serum or Plasma by Screen method	35618-8	Qn	H	HP:0410207	.	HPO:nvasilevsky[2018-09-14]	.
Norpropoxyphene [Mass/volume] in Serum or Plasma by Screen method	35626-1	Qn	N	HP:0410172	.	HPO:nvasilevsky[2018-12-18]	.
Norpropoxyphene [Mass/volume] in Serum or Plasma by Screen method	35626-1	Qn	H	HP:0410284	.	HPO:nvasilevsky[2018-12-18]	.
Cotinine [Presence] in Urine by Confirmatory method	35642-8	Ord	NEG	HP:0410171	.	HPO:nvasilevsky[2018-09-11]	.
Cotinine [Presence] in Urine by Confirmatory method	35642-8	Ord	POS	HP:0410171	.	HPO:nvasilevsky[2018-09-11]	.
Protein [Mass/volume] in Urine collected for unspecified duration	35663-4	Qn	N	HP:0000093	.	UCD:tjcallahan[2019-02-23]	.
Protein [Mass/volume] in Urine collected for unspecified duration	35663-4	Qn	H	HP:0000093	.	UCD:tjcallahan[2019-02-23]	.
Calcium [Mass/volume] in Urine collected for unspecified duration	35675-8	Qn	N	HP:0004363	.	UCD:tjcallahan[2019-02-23]	.
Calcium.ionized [Mass/volume] in Blood	38230-9	Qn	L	HP:0002901	.	JGM:azhang[2018-04-25]	copied from: 38230-9
Calcium.ionized [Mass/volume] in Blood	38230-9	Qn	N	HP:0004363	.	JGM:azhang[2018-04-25]	copied from: 38230-9
Calcium.ionized [Mass/volume] in Blood	38230-9	Qn	H	HP:0003072	.	JGM:azhang[2018-04-25]	copied from: 38230-9
C peptide [Mass/volume] in Serum or Plasma --15 minutes post XXX challenge	38249-9	Qn	L	HP:0030795	.	HPO:probinson[2018-05-19]	.
C peptide [Mass/volume] in Serum or Plasma --15 minutes post XXX challenge	38249-9	Qn	N	HP:0030794	.	HPO:probinson[2018-05-19]	.
C peptide [Mass/volume] in Serum or Plasma --15 minutes post XXX challenge	38249-9	Qn	H	HP:0030796	.	HPO:probinson[2018-05-19]	.
Cat dander IgE Ab/IgE total in Serum	38255-6	Qn	N	HP:0410247	.	OHSU:JP[2018-10-11];HPO:nvasilevsky[2018-10-12]	.
Cat dander IgE Ab/IgE total in Serum	38255-6	Qn	H	HP:0410247	.	OHSU:JP[2018-10-11];HPO:nvasilevsky[2018-10-12]	.
C peptide [Moles/volume] in Serum or Plasma --30 minutes post XXX challenge	38421-4	Qn	L	HP:0030795	.	HPO:probinson[2018-05-19]	.
C peptide [Moles/volume] in Serum or Plasma --30 minutes post XXX challenge	38421-4	Qn	N	HP:0030794	.	HPO:probinson[2018-05-19]	.
C peptide [Moles/volume] in Serum or Plasma --30 minutes post XXX challenge	38421-4	Qn	H	HP:0030796	.	HPO:probinson[2018-05-19]	.
C peptide [Moles/volume] in Serum or Plasma --1 hour post XXX challenge	38422-2	Qn	L	HP:0030795	.	HPO:probinson[2018-05-19]	.
C peptide [Moles/volume] in Serum or Plasma --1 hour post XXX challenge	38422-2	Qn	N	HP:0030794	.	HPO:probinson[2018-05-19]	.
C peptide [Moles/volume] in Serum or Plasma --1 hour post XXX challenge	38422-2	Qn	H	HP:0030796	.	HPO:probinson[2018-05-19]	.
C peptide [Moles/volume] in Serum or Plasma --1.5 hours post XXX challenge	38423-0	Qn	L	HP:0030795	.	HPO:probinson[2018-05-19]	.
C peptide [Moles/volume] in Serum or Plasma --1.5 hours post XXX challenge	38423-0	Qn	N	HP:0030794	.	HPO:probinson[2018-05-19]	.
C peptide [Moles/volume] in Serum or Plasma --1.5 hours post XXX challenge	38423-0	Qn	H	HP:0030796	.	HPO:probinson[2018-05-19]	.
C peptide [Moles/volume] in Serum or Plasma --2 hours post XXX challenge	38424-8	Qn	L	HP:0030795	.	HPO:probinson[2018-05-19]	.
C peptide [Moles/volume] in Serum or Plasma --2 hours post XXX challenge	38424-8	Qn	N	HP:0030794	.	HPO:probinson[2018-05-19]	.
C peptide [Moles/volume] in Serum or Plasma --2 hours post XXX challenge	38424-8	Qn	H	HP:0030796	.	HPO:probinson[2018-05-19]	.
C peptide [Moles/volume] in Serum or Plasma --2.5 hours post XXX challenge	38425-5	Qn	L	HP:0030795	.	HPO:probinson[2018-05-19]	.
C peptide [Moles/volume] in Serum or Plasma --2.5 hours post XXX challenge	38425-5	Qn	N	HP:0030794	.	HPO:probinson[2018-05-19]	.
C peptide [Moles/volume] in Serum or Plasma --2.5 hours post XXX challenge	38425-5	Qn	H	HP:0030796	.	HPO:probinson[2018-05-19]	.
C peptide [Moles/volume] in Serum or Plasma --3 hours post XXX challenge	38426-3	Qn	L	HP:0030795	.	HPO:probinson[2018-05-19]	.
C peptide [Moles/volume] in Serum or Plasma --3 hours post XXX challenge	38426-3	Qn	N	HP:0030794	.	HPO:probinson[2018-05-19]	.
C peptide [Moles/volume] in Serum or Plasma --3 hours post XXX challenge	38426-3	Qn	H	HP:0030796	.	HPO:probinson[2018-05-19]	.
Cashew nut IgE Ab/IgE total in Serum	38437-0	Qn	N	HP:0410230	.	OHSU:JP[2018-10-11]	.
Cashew nut IgE Ab/IgE total in Serum	38437-0	Qn	H	HP:0410230	.	OHSU:JP[2018-10-11]	.
Aspergillus fumigatus IgE Ab/IgE total in Serum	38438-8	Qn	N	HP:0410232	.	OHSU:JP[2018-10-08]	.
Aspergillus fumigatus IgE Ab/IgE total in Serum	38438-8	Qn	H	HP:0410232	.	OHSU:JP[2018-10-08]	.
Barbiturates [Presence] in Meconium by Confirmatory method	38439-6	Ord	NEG	HP:0410200	.	HPO:nvasilevsky[2018-07-20]	.
Barbiturates [Presence] in Meconium by Confirmatory method	38439-6	Ord	POS	HP:0410200	.	HPO:nvasilevsky[2018-07-20]	.
Bilirubin crystals [#/area] in Urine sediment by Microscopy low power field	38442-0	Qn	N	HP:0031811	.	OHSU:JP[2018-07-26]	.
Bilirubin crystals [#/area] in Urine sediment by Microscopy low power field	38442-0	Qn	H	HP:0031811	.	OHSU:JP[2018-07-26]	.
Chicken IgE Ab/IgE total in Serum	38465-1	Qn	N	HP:0410221	.	OHSU:JP[2018-10-15]	.
Chicken IgE Ab/IgE total in Serum	38465-1	Qn	H	HP:0410221	.	OHSU:JP[2018-10-15]	.
Acylcarnitine [Moles/volume] in DBS	38474-3	Qn	N	HP:0045045	.	OHSU:JP[2018-09-12]	.
Acylcarnitine [Moles/volume] in DBS	38474-3	Qn	H	HP:0045045	.	OHSU:JP[2018-09-12]	.
Mullerian inhibiting substance [Mass/volume] in Serum or Plasma	38476-8	Qn	L	HP:0031103	.	UCD:tjcallahan[2019-02-23]	.
Mullerian inhibiting substance [Mass/volume] in Serum or Plasma	38476-8	Qn	N	HP:0031101	.	UCD:tjcallahan[2019-02-23]	.
